,x_true,y_true,x_pred,y_pred,x_naive,y_naive,ontrack_error,offtrack_error,ontrack_error_naive,offtrack_error_naive,heading,base_url
312,674701.9968299116,5459603.905380334,674993.6326741581,5459449.391298965,673129.9161637889,5460291.669640274,330.03949307718517,-1.1641532182693481e-10,-1716.0703661752068,-39.78729488125284,295.0860448479857,gs://gcp-public-data-sentinel-2/tiles/32/U/PV/S2B_MSIL1C_20220814T101559_N0400_R065_T32UPV_20220814T122409.SAFE
313,455799.3828613339,5252488.2237027045,455347.53369576467,5252704.7407492,458347.449273532,5251800.458851632,501.0462053032474,1.1641532182693481e-10,-2528.4375108790805,772.4017369359775,121.00283959525667,gs://gcp-public-data-sentinel-2/tiles/32/T/MT/S2B_MSIL1C_20220814T101559_N0400_R065_T32TMT_20220814T122409.SAFE
314,517186.1851075265,5479276.123948201,516962.1239091148,5479326.063747535,519616.28552127705,5478872.4100896055,229.55915183517627,0.0,-2461.4562283655905,108.51426549489705,102.1670494844108,gs://gcp-public-data-sentinel-2/tiles/30/U/WV/S2A_MSIL1C_20220814T110631_N0400_R137_T30UWV_20220814T145019.SAFE
315,591052.6174200414,4801131.926434915,591058.5859933415,4801150.628327308,593163.2792159807,4799817.224919877,-19.631216119742344,-2.3283064365386963e-10,2486.3319025143314,35.778804533165555,302.6805547433634,gs://gcp-public-data-sentinel-2/tiles/35/T/NJ/S2A_MSIL1C_20220815T085611_N0400_R007_T35TNJ_20220815T110310.SAFE
316,578845.5464911334,6562207.267212708,579133.3879729921,6561773.194972258,578587.19747114,6562316.372460321,520.8372381152084,0.0,-420.48488254126437,-194.68029892917596,327.78345394142434,gs://gcp-public-data-sentinel-2/tiles/30/V/WL/S2B_MSIL1C_20220815T113319_N0400_R080_T30VWL_20220815T121924.SAFE
317,672717.3698168225,6143424.465339855,672912.5087564136,6143208.936903779,671988.594841863,6143945.834746465,290.74337911999925,1.1641532182693481e-10,-885.7724720730911,122.802167126479,316.96365753405195,gs://gcp-public-data-sentinel-2/tiles/32/U/PG/S2B_MSIL1C_20220817T102559_N0400_R108_T32UPG_20220817T123803.SAFE
318,352042.75482688687,4700033.277287883,352833.65802219964,4699822.502510633,352993.78036384727,4699909.429607154,818.5070989799042,0.0,949.3058442183423,-126.82664168540727,284.1883019737542,gs://gcp-public-data-sentinel-2/tiles/36/T/UN/S2B_MSIL1C_20220817T084559_N0400_R107_T36TUN_20220817T093139.SAFE
319,532501.4740337972,5688145.91039056,532526.5376931783,5688139.319536898,532403.2735156984,5688028.573188519,25.915755315091516,-1.1641532182693481e-10,-51.79212672046293,145.81042055474646,290.1062347983593,gs://gcp-public-data-sentinel-2/tiles/31/U/ES/S2A_MSIL1C_20220818T104631_N0400_R051_T31UES_20220818T143124.SAFE
320,654120.0325400627,4763251.958937534,654364.1911839889,4763062.087716083,652812.1941068465,4764051.69639157,309.2968220646568,1.1641532182693481e-10,-1529.833619970675,79.03475779236739,306.61860197863507,gs://gcp-public-data-sentinel-2/tiles/35/T/PH/S2B_MSIL1C_20220820T085559_N0400_R007_T35TPH_20220820T094719.SAFE
321,403633.216308469,5760550.487912002,403711.5941632611,5760582.198837848,402822.8755166998,5760150.978877294,84.54981336375904,0.0,-901.6280297168765,-97.3617334738674,237.3664971532148,gs://gcp-public-data-sentinel-2/tiles/29/U/LT/S2B_MSIL1C_20220821T115359_N0400_R023_T29ULT_20220821T135617.SAFE
322,712970.4903329976,5457462.982890126,712916.737681911,5457538.029616428,714773.3804697738,5456800.326309898,-92.31120531875173,-1.1641532182693481e-10,1920.6339570261719,-9.813958563664041,294.37732645299195,gs://gcp-public-data-sentinel-2/tiles/32/U/QV/S2B_MSIL1C_20220821T100559_N0400_R022_T32UQV_20220821T121542.SAFE
323,688608.1623041113,4798356.54294283,688415.3022437037,4798461.252149407,687084.6897726894,4799214.735545356,219.45163668179666,1.1641532182693481e-10,1748.594554805727,-20.184016012861893,122.09892725478522,gs://gcp-public-data-sentinel-2/tiles/32/T/PP/S2B_MSIL1C_20220821T100559_N0400_R022_T32TPP_20220821T121542.SAFE
324,478311.3108143333,5543209.550327017,478349.55356627994,5543192.900405467,478394.1595951646,5542919.335494545,41.710046320717254,-1.1641532182693481e-10,192.22510394652343,232.75020974067658,293.09790672551827,gs://gcp-public-data-sentinel-2/tiles/32/U/MA/S2A_MSIL1C_20220822T102611_N0400_R108_T32UMA_20220822T154919.SAFE
325,601513.6169246704,5317652.3734538965,601754.9928496926,5317515.804334716,600371.2714376459,5318106.835930348,277.33276310970507,0.0,-1229.4703522871691,-1.7914673984711176,294.19625258779126,gs://gcp-public-data-sentinel-2/tiles/33/U/WP/S2A_MSIL1C_20220823T095601_N0400_R122_T33UWP_20220823T120023.SAFE
326,684162.5377211993,5599611.787260357,684288.957767765,5599686.651897821,684387.885033113,5598763.718912358,146.92427340696617,1.1641532182693481e-10,-37.181671102858814,912.1801876205359,255.1222221691313,gs://gcp-public-data-sentinel-2/tiles/20/U/PA/S2A_MSIL1C_20220823T150731_N0400_R125_T20UPA_20220823T201815.SAFE
327,279743.1464429915,6538803.7497267155,279848.91479162726,6538861.95270548,277607.1072776866,6539658.384757257,-120.72501940459185,-1.1641532182693481e-10,2156.055771918821,-979.9416968876243,130.94384726119685,gs://gcp-public-data-sentinel-2/tiles/32/V/KL/S2A_MSIL1C_20220824T110631_N0400_R137_T32VKL_20220824T144916.SAFE
328,417542.53899676574,5569744.536571378,417548.0589416329,5569782.023932559,415623.1723608836,5570186.869927495,-37.891582702392476,1.1641532182693481e-10,-1940.1503242394756,389.7233338712665,292.46426976316536,gs://gcp-public-data-sentinel-2/tiles/32/U/MA/S2A_MSIL1C_20220825T103641_N0400_R008_T32UMA_20220825T173926.SAFE
329,514972.9127928482,5876988.527535298,515095.40990652423,5876980.619418762,513172.600373909,5877449.862874234,-122.75211267473898,0.0,1805.370489710498,434.0972680023039,90.71024187706062,gs://gcp-public-data-sentinel-2/tiles/32/U/ND/S2A_MSIL1C_20220825T103641_N0400_R008_T32UND_20220825T173926.SAFE
