,waypoint,flight_id,formation_time,time,age,longitude,latitude,altitude,level,continuous,segment_length,sin_a,cos_a,width,depth,sigma_yz,air_temperature,specific_humidity,air_pressure,rhi,rho_air,q_sat,n_ice_per_m,iwc,u_wind,v_wind,vertical_velocity,tau_cirrus,air_temperature_lower,u_wind_lower,v_wind_lower,dT_dz,ds_dz,dsn_dz,sdr,top_net_solar_radiation,rsr,top_net_thermal_radiation,olr,area_eff,plume_mass_per_m,r_ice_vol,terminal_fall_speed,diffuse_h,diffuse_v,n_ice_per_vol,tau_contrail,dn_dt_agg,dn_dt_turb,rf_sw,rf_lw,rf_net,persistent,ef,timestep,age_hours,x,y,x_proj,y_proj
89326,224,1,2021-09-11 12:54:54,2021-09-11 13:11:12,0 days 00:16:18,-31.139038167661965,40.29990175311192,10353.17866897242,250.37429199317444,True,222.3170809852013,-0.23328169793929693,-0.972409198540696,1569.881874973611,175.70058463242822,27102.654428197675,227.80432,0.00024633628,25037.429199317445,1.4346923265297098,0.38288667326628334,0.0001716997237820075,1414532447112.937,7.708622940485164e-05,-4.6137757,-38.96443,-0.18179148,1.0041271,229.3331,-4.1547446,-37.85396,0.0029884413684493436,0.013139191417684005,0.010636719535749984,1064.7449759327153,744.6664,320.0785940967778,-180.52296,180.52296,133910.45402205735,51272.52825608313,8.993530788643446e-06,0.017121850665737015,40.561597658551136,1.806930189159786,10563271.235567158,0.4023224794705707,2.599181059429223e-16,2.647979718685537e-05,-22.883904,8.858946,-14.024958,True,-4895421.188406902,1169,0.27166666666666667,658158.6236294933,4462705.831764442,,
89327,225,1,2021-09-11 12:54:55,2021-09-11 13:11:12,0 days 00:16:17,-31.141587238734814,40.29943533120384,10353.110295182765,250.37694011788892,True,223.26472550117208,-0.23908529863474282,-0.9709985684730622,1561.4863389249554,175.68605209021462,26947.09418021437,227.80507,0.00024630607,25037.69401178889,1.4344026790680255,0.38288946494144466,0.00017171333405577245,1402530678650.2422,7.704311312025752e-05,-4.616211,-38.955353,-0.18178366,1.0044531,229.33388,-4.15717,-37.845276,0.002988207208597089,0.013135643911917377,0.01058655949112185,1064.7414205309633,744.41046,320.33095910518205,-180.52202,180.52202,133250.30172313293,51020.13673005643,9.002608735316641e-06,0.017151359852867698,40.5439384909493,1.8085385412961779,10525534.730603583,0.40136794609007403,2.6218447314037843e-16,2.6498041245296627e-05,-22.809593,8.842676,-13.966917,True,-4869623.8684801,1169,0.2713888888888889,657943.0582726453,4462649.506467524,,
89328,226,1,2021-09-11 12:54:56,2021-09-11 13:11:12,0 days 00:00:00,-31.144143419476393,40.29895527319909,10354.084328476169,250.33921783639795,False,0.0,0.0,0.0,662.9263549902397,181.70062059066845,0.0,227.79759,0.00024606325,25033.921783639795,1.4340430535485655,0.38284433355347647,0.00017158707511250398,1425761535327.154,7.747304965537462e-05,-4.6211452,-38.9522,-0.18180713,1.004584,229.32626,-4.1621475,-37.842655,0.0029893453072727992,0.01296106373554369,0.0,1064.7380180518871,744.1539,320.5841484229809,-180.52124,180.52124,94604.45256017485,36218.77859159162,8.001901562248637e-06,0.014021882019037866,42.79110165303821,2.0770413787200344,15070765.664229948,0.7752403026466749,2.3851791278819703e-16,1.993583099405907e-05,-44.301888,14.53017,-29.771717,True,0.0,1169,0.0,657726.9174191458,4462591.661094043,,
89329,236,1,2021-09-11 12:55:06,2021-09-11 13:11:12,0 days 00:16:06,-31.171295185366233,40.293748155682806,10355.97921424313,250.2658460405345,True,230.10582311272114,-0.2503205714722353,-0.9681630087427496,1509.0557885392122,169.49715424432924,25259.82261545963,227.78479,0.000245204,25026.584604053452,1.430785783469738,0.38275364193865036,0.00017137715127331214,2413707738934.449,7.665462352598784e-05,-4.6539426,-38.870113,-0.18179725,1.0075403,229.31342,-4.1949224,-37.76506,0.0029899247604876678,0.013267423209410156,0.010588354561777516,1064.7031848491185,741.42175,323.28143191943104,-180.51503,180.51503,123154.82490982708,47137.95775655313,7.304472022881186e-06,0.011998172020076605,38.116358653820114,1.5660277355467753,19598970.16378973,0.4643528656844763,1.3064150437875388e-16,2.5186742544860434e-05,-26.589252,9.369535,-17.219717,True,-5977589.058851373,1169,0.2683333333333333,655431.1279406184,4461965.634683708,,
89330,237,1,2021-09-11 12:55:07,2021-09-11 13:11:12,0 days 00:16:05,-31.17392179955715,40.29323013337023,10355.972117838593,250.26612078764242,True,230.76976523614286,-0.2540959979554579,-0.9671790029891159,1502.3285405840013,169.39442669942275,25125.90064045537,227.78505,0.00024515923,25026.612078764243,1.4304840208744936,0.38275362767274607,0.00017138201223127454,2406448846181.8184,7.66056930068957e-05,-4.6567097,-38.86106,-0.18178989,1.0078607,229.3137,-4.197674,-37.756413,0.0029896983969399573,0.013266463975215444,0.010555180387670835,1064.6999931384314,741.1568,323.54319382202516,-180.5147,180.5147,122580.67545098507,46918.19821144007,7.298875078642642e-06,0.011982447539173184,38.06741763804291,1.5653270498947323,19631551.525787257,0.4643773714810936,1.3088059095002286e-16,2.519871675199811e-05,-26.570393,9.3669615,-17.20343,True,-5962659.549051295,1169,0.26805555555555555,655209.0514328966,4461903.524924171,,
89331,238,1,2021-09-11 12:55:08,2021-09-11 13:11:12,0 days 00:00:00,-31.176553282327887,40.29270278372378,10356.67944453644,250.23873685813555,False,0.0,0.0,0.0,641.3802112471848,173.54850201449295,0.0,227.77968,0.0002449694,25023.873685813556,1.430130129392349,0.38272077848854397,0.0001712916752408898,2448849373792.8076,7.706645569838884e-05,-4.6611915,-38.856052,-0.1818045,1.0080446,229.30824,-4.202177,-37.7519,0.0029904651255353086,0.013137614401148395,0.0,1064.6969050757164,740.8913,323.8056086889976,-180.51448,180.51448,87423.12108036266,33458.64495777464,6.496078119129361e-06,0.009818022567163194,39.569289267762834,1.7454677360799087,28011461.310580894,0.8768252429555089,1.1910775979067303e-16,1.9013798499307388e-05,-50.20217,14.920468,-35.281704,True,0.0,1169,0.0,654986.579034014,4461840.377921731,,
89332,243,1,2021-09-11 12:55:13,2021-09-11 13:11:12,0 days 00:00:00,-31.190128762087852,40.29006928210509,10354.102046953314,250.33853167928933,False,0.0,0.0,0.0,647.8054242574154,181.4945718141185,0.0,227.80109,0.0002452525,25033.853167928934,1.4287214668735204,0.38283740660063054,0.00017165872664841843,1055015833465.4681,7.626737943603354e-05,-4.6694784,-38.794827,-0.18168382,1.010176,229.33026,-4.210264,-37.69241,0.002985626787874196,0.012896501346346513,0.0,1064.6797729602451,739.5185,325.1612793079014,-180.51237,180.51237,92341.75028621069,35351.87620053593,8.729943972466894e-06,0.016273203788216506,42.48143601845114,2.2370435624582425,11425122.766197044,0.7211324993501578,3.375497056770345e-16,2.113251342696712e-05,-40.38927,14.082354,-26.306917,True,0.0,1169,0.0,653838.6206044909,4461524.377324747,,
89333,252,1,2021-09-11 12:55:22,2021-09-11 13:11:12,0 days 00:15:50,-31.21482215069014,40.28530835126002,10355.243470055415,250.29433269350267,True,232.2085892460274,-0.2486073892452223,-0.9686043392493524,1475.3734512245262,168.70543264041765,24544.574686119875,227.79407,0.00024458295,25029.433269350266,1.4257573257428657,0.38278161309079506,0.00017154598514010493,2263929709914.072,7.573032352043343e-05,-4.698553,-38.71654,-0.18163528,1.0128924,229.32332,-4.239326,-37.618004,0.002985208143933562,0.01322558617616121,0.010551054972074899,1064.648058227908,737.0113,327.63676672400175,-180.50902,180.50902,120135.23603495184,45985.55943850228,7.370950039279353e-06,0.012185056215602891,37.642032517291014,1.5733899706091725,18844843.40011127,0.45508491202465384,1.3849813519779955e-16,2.54593911383052e-05,-25.687881,9.230004,-16.457878,True,-5634795.305195875,1169,0.2638888888888889,651750.2260947314,4460953.293435339,,
89334,253,1,2021-09-11 12:55:23,2021-09-11 13:11:12,0 days 00:15:49,-31.21747364464821,40.28478917234891,10355.22411657004,250.29508206006915,True,232.84541474929784,-0.25219365573554986,-0.9676767848857072,1469.1019830717291,168.61786456390323,24421.82065962351,227.79443,0.00024453946,25029.508206006914,1.4254440146913798,0.3827821417038724,0.00017155318719797204,2255638100141.988,7.567836753381445e-05,-4.701372,-38.707314,-0.1816249,1.0132095,229.32372,-4.242135,-37.60917,0.0029849801253092776,0.013224262484956418,0.010519307706153572,1064.6447470592482,736.7414,327.9033530162794,-180.50882,180.50882,119608.71840889656,45784.081399012815,7.367491292203941e-06,0.012175266862228964,37.59920226913477,1.572967280253703,18858475.6207388,0.45475571502425266,1.3886563171538588e-16,2.5472115759715794e-05,-25.648636,9.222345,-16.42629,True,-5615563.416759792,1169,0.26361111111111113,651525.9817136948,4460891.123067883,,
89335,254,1,2021-09-11 12:55:24,2021-09-11 13:11:12,0 days 00:00:00,-31.220129832052265,40.28426106236289,10355.905502999156,250.2686998851111,False,0.0,0.0,0.0,632.6659202126434,172.80948446134963,0.0,227.78928,0.00024435433,25026.86998851111,1.4250859420846893,0.382750460737575,0.00017146638473577926,2292197270007.924,7.610957183082167e-05,-4.705874,-38.702026,-0.18163687,1.0133897,229.31845,-4.246663,-37.604366,0.002985856004328866,0.013094176729374594,0.0,1064.6415347600807,736.47095,328.17058749445573,-180.50873,180.50873,85868.10860555964,32866.058131442085,6.573938758457543e-06,0.010019724605851578,39.1032943731981,1.757141050468629,26694395.710254557,0.8666792053067296,1.2674039482572055e-16,1.9308078337316745e-05,-48.92282,14.836378,-34.08644,True,0.0,1169,0.0,651301.354843555,4460827.96007803,,
